id,shortname,name,party,active,education,birthdate,occupation,current_jobs,jobs,commissions,mandates,awards,url,scrape_date
4357,Maria Coelho Ferreira,Nome Completo,PS,False,,Data de Nascimento,Professora,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4357,2014-11-18T23:07:41.664599
4361,Maria Ester Vargas,Nome Completo,PSD,True,Licenciatura em Estudos Germanísticos,Data de Nascimento,Professora,,,"Comissão de Negócios Estrangeiros e Comunidades Portuguesas; Comissão de Educação, Ciência e Cultura [Suplente]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4361,2014-11-18T23:07:41.862165
4363,Agostinho Santa,Nome Completo,PS,True,Licenciatura em Direito,Data de Nascimento,Inspetor da Inspeção-Geral da Educação e Ciência,- Membro da Assembleia Municipal do Peso da Régua; - Membro da Assembleia Intermunicipal da Comunidade Intermunicipal do Douro,"- Subinspetor-Geral da Inspeção-Geral da Educação e Ciência (IGEC); - Inspetor-Geral da Inspeção-Geral da Educação (IGE); - Coordenador da Área de Provedoria, Ação Disciplinar e Assessoria Jurídica da Delegação Regional do Norte da IGE; - Coordenador da Área de Atendimento e Provedoria da Delegação Regional do Norte da IGE; - Mandatário do Estado em providências cautelares e ações administrativas nos Tribunais Administrativos e Fiscais; - Orientador da Prática Inspetiva; - Membro de Júris de acesso e de estágio de inspetores na IGE; - Inspetor da IGE e da IGEC; - Professor do 1º CEB; - Presidente da Assembleia Municipal do Peso da Régua; - Membro da Assembleia Intermunicipal da Comunidade Intermunicipal do Douro; - Membro da Comissão Executiva das Comemorações dos 250 Anos da Região Demarcada do Douro; - Membro dos corpos sociais de diversas associações recreativas, desportivas, culturais, sociais, humanitárias e de apoio a deficientes","Comissão de Educação, Ciência e Cultura [Suplente]; Comissão para a Ética, a Cidadania e a Comunicação; Comissão Parlamentar de Inquérito aos Programas Relativos à Aquisição de Equipamentos Militares (EH-101, P-3 Orion, C-295, torpedos, F-16, submarinos, Pandur II); Grupo de Trabalho - Currículos dos Ensinos Básico e Secundário",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4363,2014-11-18T23:07:42.015396
4364,Luís Leite Ramos,Nome Completo,PSD,True,1º Ciclo; 2º Ciclo; 3º Ciclo; Ensino Secundário; Licenciatura em Engenharia Civil; Mestrado em Sociologia; Doutoramento em Ciências Sociais,Data de Nascimento,Professor Universitário,,"Professor Associado de Nomeação Definitiva do Departamento de Engenharias da Universidade de Trás-os-Montes e Alto Douro, Área de Planeamento e Ordenamento do Território. Desde Novembro 2006.; Director do Departamento de Engenharias da Escola de Ciências e Tecnologia na Universidade de Trás-os-Montes e Alto Douro, desde Março de 2009 ¿ Junho de 2011.; Vice-Coordenador do Departamento de Engenharias da Universidade de Trás-os-Montes e Alto Douro, de Fevereiro de 2006 a Março de 2011.; Director dos Cursos de Pós-Graduação e Mestrado em Engenharia e Planeamento Municipal na Universidade de Trás-os-Montes e Alto Douro, Setembro de 2004 ¿ Junho de 2009; Vice-Coordenador do Projecto Serviço Cooperativo de Extensão em Trás-os-Montes e Alto Douro (SCETAD) entre 2001 e 2004.; Director Regional da Administração Autárquica (DRAA), na Comissão de Coordenação da Região Norte. Maio de 1996 a Setembro de 1999. ; Coordenador Regional dos Gabinetes de Apoio Técnico (GAT), na Comissão de Coordenação da Região Norte. Outubro de 1996 a Setembro de 1999.; Chefe de Projecto do Programa de Desenvolvimento do Douro (PRODOURO). Abril de 1995 a Setembro de 1999; Administrador do Projecto de Desenvolvimento Rural lntegrado de Trás-os-Montes II (PDRITM II), na Comissão de Coordenação da Região do Norte. Abril de 1995 a Junho 1998.; Coordenador das Acções Preparatórias do Programa lntegrado de Desenvolvimento de Trás-os-Montes e Alto Douro (PIDR-TAD), na Comissão de Coordenação da Região do Norte. Setembro de 1986 a Junho de 1988.; Técnico Superior da Unidade de Gestão do Projecto de Desenvolvimento Rural Integrado de Trás-os-Montes (PDRITM), na Comissão de Coordenação da Região do Norte. Julho de 1984 a Junho de 1988.","Comissão de Economia e Obras Públicas [Coordenador GP]; Comissão do Ambiente, Ordenamento do Território e Poder Local [Suplente]; Grupo de Trabalho - Para o Setor da Construção [Suplente]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4364,2014-11-18T23:07:42.146313
4365,Maria Manuela Tender,Nome Completo,PSD,True,Licenciatura em Línguas e Literaturas Modernas - Estudos Portugueses e Franceses - Ramo Educacional; Mestrado em Ensino da Língua e da Literatura Portuguesas; Pós-Graduação em Educação na Área de Especialização de Supervisão Pedagógica em Ensino do Português,Data de Nascimento,Professora,Deputada na Assembleia Municipal de Chaves; Presidente da Assembleia-Geral da Associação de Pais/Encarregados de Educação do Agrupamento Vertical Dr. Francisco Gonçalves Carneiro; Vogal da Direcção do Grupo Cultural Aquae Flaviae; Associado da Liga dos Amigos do Hospital Distrital de Chaves; Associado do Fórum Galaico-Transmontano - Círculo de Estudos e Divulgação,"Professora QND da Escola Secundária c/ 3.º ciclo Fernão de Magalhães; Formadora de Professores acreditada pelo CCPFCP; Representante da Associação de Pais e Encarregados de Educação do Agrupamento Vertical Dr. Francisco Gonçalves Carneiro no Conselho Pedagógico; Membro efectivo do Conselho Geral da Escola Secundária c/ 3.º Ciclo Fernão de Magalhães, eleita por e representante dos Professores","Comissão de Negócios Estrangeiros e Comunidades Portuguesas; Comissão de Educação, Ciência e Cultura [Suplente]; Comissão de Saúde; Grupo de Trabalho - Educação Especial; Grupo de Trabalho - Procriação Medicamente Assistida (PJL 131-PS e 138-PSD)",,"Prémio Fundação Engenheiro António de Almeida, por ter obtido a melhor classificação de licenciatura em Línguas e Literaturas Modernas ; Medalha de Mérito, grau prata, da Câmara Municipal de Chaves pelo contributo no campo cultural; Prémio Podium, pela publicação do Dicionário de Trasmontanismos",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4365,2014-11-18T23:07:42.349751
4368,Paulo Ribeiro de Campos,Nome Completo,PS,True,,Data de Nascimento,Economista,,,"Comissão de Orçamento, Finanças e Administração Pública [Suplente]; Comissão de Economia e Obras Públicas; Comissão de Agricultura e Mar [Suplente]; Comissão Parlamentar de Inquérito à gestão do BES e do Grupo Espírito Santo [Suplente]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4368,2014-11-18T23:07:42.523178
4369,Sandra Galguinho,Nome Completo,PS,False,,,,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4369,2014-11-18T23:07:42.635042
4371,Manuel Meirinho Martins,Nome Completo,PSD,False,Mestrado em Ciência Política; Doutoramento em Ciência Política; Agregação (Ciência Política),Data de Nascimento,Professor Universitário,Membro do Conselho Cientifico do ISCSP; Membro do Conselho de Escola do ISCSP; Membro do Conselho Consultivo do ISCSP; Coordenador da Unidade de Ciência Política do ISCSP,Vice-Presidente do Instituto Superior de Ciências Sociais e Políticas,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4371,2014-11-18T23:07:42.783462
4372,Rui Caetano,Nome Completo,PS,False,Licenciatura em Humanidades; Mestrado em Linguas e literaturas modernas e contemporâneas,Data de Nascimento,Professor,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4372,2014-11-18T23:07:42.903664
4373,Cláudia Monteiro de Aguiar,Nome Completo,PSD,False,Licenciatura em Sociologia; Pós Graduação em Comunicação e Marketing,Data de Nascimento,Consultora de Marketing,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4373,2014-11-18T23:07:43.021315
4374,Rui Barreto,Nome Completo,CDS-PP,True,Licenciatura em Gestão de Empresas,Data de Nascimento,GESTOR,DEPUTADO ASSEMBLEIA DA REPÚBLICA; VICE-PRESIDENTE DO CDS-PP MADEIRA; PRESIDENTE DA COMISSÃO POLITICA CONCELHIA DO FUNCHAL,VEREADOR NA CÂMARA MUNICIPAL DO FUNCHAL; DEPUTADO ASSEMBLEIA LEGISLATIVA DA MADEIRA,Comissão de Assuntos Europeus; Comissão de Economia e Obras Públicas [Suplente]; Comissão Eventual para a Revisão Constitucional; Grupo de Trabalho - Para o Setor da Construção,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4374,2014-11-18T23:07:43.143020
4375,Carlos Enes,Nome Completo,PS,True,Mestrado em História Contemporânea,Data de Nascimento,Professor,,,"Comissão de Negócios Estrangeiros e Comunidades Portuguesas [Suplente]; Comissão de Educação, Ciência e Cultura; Comissão Eventual para a Revisão Constitucional [Suplente]; Grupo de Trabalho - Parlamento dos Jovens",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4375,2014-11-18T23:07:43.262973
4378,Jorge Rodrigues Pereira,Nome Completo,PS,True,Licenciatura em Engenheiro Zootecnico,Data de Nascimento,Agricultor / Engenheiro Zootecnico,,,"Comissão de Negócios Estrangeiros e Comunidades Portuguesas [Suplente]; Comissão de Agricultura e Mar; Comissão para a Ética, a Cidadania e a Comunicação [Suplente]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4378,2014-11-18T23:07:43.433905
4380,Maria Luís Casanova,Nome Completo,PSD,False,Mestrado em Economia Monetária e Financeira,Data de Nascimento,Economista,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4380,2014-11-18T23:07:43.576970
4381,Paulo Simões Ribeiro,Nome Completo,PSD,True,"Licenciatura em Direito; Pós-graduação ""O Novo Regime da Contratação Pública no Código dos Contratos Públicos""",Data de Nascimento,Advogado,Deputado; Vice-Presidente da Comissão Política Distrital de Setúbal; Vereador na Câmara Municipal de Palmela,Deputado na Assembleia Metropolitana da Área Metropolitana de Lisboa (1994/2002); Membro da Assembleia Municipal de Setúbal (1994/2002); Director do Centro de Emprego de Setúbal (2002/2005); Vice-Presidente do Vitória Futebol Clube de Setúbal (2003/2006); Vogal da Direcção da Delegação de Setúbal da Ordem dos Advogados (2005/2007),"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias; Comissão de Negócios Estrangeiros e Comunidades Portuguesas [Suplente]; Comissão de Economia e Obras Públicas [Suplente]; Comissão Parlamentar de Inquérito aos Programas Relativos à Aquisição de Equipamentos Militares (EH-101, P-3 Orion, C-295, torpedos, F-16, submarinos, Pandur II) [Vice-Presidente]; Comissão Eventual para a Revisão Constitucional [Suplente]; Grupo de Trabalho - Segurança Rodoviária; Grupo de Trabalho - Tribunal Arbitral do Desporto II (PJL-523-PSD/CDS-PP) [Coordenador ]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4381,2014-11-18T23:07:43.698525
4382,Nuno Filipe Matias,Nome Completo,PSD,True,"Licenciatura em Economia; Especialização em Economia da Energia, Economia das Instituições, Economia Europeia, Relações Económicas Internacionais.",Data de Nascimento,Economista,Deputado Municipal na Assembleia Municipal de Almada; Conselheiro Nacional do PSD,Deputado Municipal na Ass. Mun. de Almada (de 2001 a 2009); Membro das Comissões de Finanças e de Economia; Presidente da JSD Almada; Presidente da JSD Distrital de Setúbal; Membro da Comissão Política Nacional da JSD,"Comissão de Assuntos Europeus; Comissão de Economia e Obras Públicas; Comissão Parlamentar de Inquérito aos Programas Relativos à Aquisição de Equipamentos Militares (EH-101, P-3 Orion, C-295, torpedos, F-16, submarinos, Pandur II) [Suplente]; Grupo de Trabalho - Audiências - 6.ª CEOP [Coordenador ]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4382,2014-11-18T23:07:43.818436
4389,Teresa Leal Coelho,Nome Completo,PSD,True,,Data de Nascimento,,,,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias; Comissão de Defesa Nacional [Suplente]; Comissão de Assuntos Europeus [Suplente]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4389,2014-11-18T23:07:44.095744
4390,Maria José Castelo Branco,Nome Completo,PSD,True,Licenciatura em Geologia- Ramo Científico; Mestrado em Mestrado em Ciências do Ambiente-Especialização em Ensino; Mestrado em Mestrado em Administração Educativa; Doutoramento em Ciências de Educação,Data de Nascimento,geóloga e professora,Presidente da Secção Sousa e Tâmega da Associação Nacional de Professores (função não remunerada); Presidente da Mesa do Plenário da Secção do PSD de Amarante; Deputada da Assembleia Municipal de Amarante,,"Comissão de Educação, Ciência e Cultura; Comissão do Ambiente, Ordenamento do Território e Poder Local [Suplente]; Grupo de Trabalho - Currículos dos Ensinos Básico e Secundário [Coordenador ]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4390,2014-11-18T23:07:44.218546
4391,Conceição Bessa Ruão,Nome Completo,PSD,True,"Licenciatura em Direito; MBA em Gestão; Pos-Graduação em Contabilidade Pública, Finanças e Gestão Pública",Data de Nascimento,Advogada/Gestora,,,"Comissão de Orçamento, Finanças e Administração Pública [Suplente]; Comissão de Saúde; Comissão de Segurança Social e Trabalho [Suplente]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4391,2014-11-18T23:07:44.417743
4392,Paulo Rios de Oliveira,Nome Completo,PSD,True,Licenciatura em Direito,Data de Nascimento,Advogado,,,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias; Comissão Parlamentar de Inquérito aos Programas Relativos à Aquisição de Equipamentos Militares (EH-101, P-3 Orion, C-295, torpedos, F-16, submarinos, Pandur II); Comissão Parlamentar de Inquérito à gestão do BES e do Grupo Espírito Santo [Suplente]; Grupo de Trabalho - Código da Publicidade (PJL-193-PEV - PJL-195-PS)",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4392,2014-11-18T23:07:44.536239
4393,Cristóvão Simão Ribeiro,Nome Completo,PSD,True,Frequência  de Licenciatura em Direito,Data de Nascimento,Estudante Universitario,,,Comissão de Saúde; Grupo de Trabalho - Álcool e Toxicodependência,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4393,2014-11-18T23:07:44.656659
4394,Emília Santos,Nome Completo,PSD,True,Licenciatura em Psicologia; Frequência  de Mestrado em Gestão e Politicas Públicas; Pós-Graduação em Comunicação e Marketing Político,Data de Nascimento,Psicóloga,,,"Comissão de Educação, Ciência e Cultura [Suplente]; Comissão de Segurança Social e Trabalho [Suplente]; Comissão do Ambiente, Ordenamento do Território e Poder Local; Grupo de Trabalho - Parlamento dos Jovens",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4394,2014-11-18T23:07:44.776431
4395,Mário Magalhães,Nome Completo,PSD,True,Licenciatura em Relações Internacionais; Formação Avançada em Gestão de Serviços de Aguas.,Data de Nascimento,Gestor,,Membro da Assembleia Municipal de Penafiel de 1989 a 1997; Adjunto do Presidente C.M. Penafiel 2001 a 2005; Vereador da C.M.Penafiel de 1995 a 2011; Empresário e Gestor de Empresas  de 1987 a 2001; Administrador da Penafiel Activa EEM  de 2004 a 2011; Presidente da Penafiel Verde EEM  de 2006 a 2011; Administrador da Incubadora de Empresas do Vale do Sousa A. de 2006 até ao presente.; Aministrador da Simdouro. SA de 2009 a 2011.,"Comissão de Negócios Estrangeiros e Comunidades Portuguesas; Comissão de Agricultura e Mar [Suplente]; Comissão do Ambiente, Ordenamento do Território e Poder Local; Grupo de Trabalho - Para proceder à identificação dos condicionalismos legais existentes relativamente ao processo de reconversão das áreas urbanas de génese ilegal",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4395,2014-11-18T23:07:44.898707
4396,Andreia Neto,Nome Completo,PSD,True,Licenciatura em Direito; Frequência  de Mestrado em Gestão e Políticas Públicas; Pós-Graduação em Comunicação e Marketing Político,Data de Nascimento,advogada,,,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias; Comissão de Segurança Social e Trabalho; X Comissão Parlamentar de Inquérito à Tragédia de Camarate; Comissão Eventual para a Revisão Constitucional; Grupo de Trabalho - Co-adoção [PJL 278/XII/1.ª (PS)]",,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=4396,2014-11-18T23:07:45.018918
